order_id,num_products,days_since_prior_order
1275925,4,5
1275933,9,26
1275944,8,5
1275951,10,30
1275953,2,4
1275957,8,7
1275963,8,7
1275987,21,15
1276000,2,0
1276003,11,0
1276007,8,1
1276019,5,30
1276030,3,6
1276036,2,1
1276038,10,11
1276046,11,23
1276056,18,14
1276065,15,0
1276084,30,12
1276092,3,21
1276106,5,1
1276108,22,0
1276138,1,4
1276140,11,19
1276141,13,11
1276144,1,1
1276147,3,2
1276159,7,6
1276162,30,13
1276171,9,28
1276174,11,0
1276176,12,14
1276205,2,2
1276206,4,15
1276213,12,7
1276224,4,2
1276230,29,7
1276244,12,8
1276248,9,6
1276266,19,6
1276274,19,11
1276287,15,4
1276288,11,15
1276291,3,2
1276298,10,0
1276309,13,6
1276315,10,6
1276325,11,4
1276350,17,10
1276357,25,14
1276358,18,3
1276365,22,30
1276369,14,2
1276391,18,30
1276395,3,7
1276420,1,4
1276429,6,3
1276432,1,1
1276434,15,1
1276447,10,0
1276452,2,28
1276458,17,4
1276471,2,12
1276473,10,2
1276475,6,8
1276476,4,7
1276484,6,4
1276490,9,5
1276493,5,2
1276502,8,28
1276503,7,6
1276516,19,8
1276531,7,3
1276551,6,0
1276554,1,2
1276555,22,12
1276564,2,0
1276569,4,7
1276572,6,4
1276579,8,14
1276584,2,26
1276587,7,21
1276605,13,5
1276607,4,5
1276616,1,2
1276623,21,30
1276625,12,8
1276635,27,30
1276642,3,12
1276646,6,5
1276654,4,4
1276656,41,7
1276686,22,10
1276687,7,17
1276688,3,9
1276703,5,0
1276710,3,0
1276722,15,8
1276726,14,6
1276740,15,1
1276748,17,7
1276749,8,7
1276762,3,2
1276775,9,24
1276781,4,7
1276786,7,6
1276794,3,5
1276796,18,0
1276801,14,7
1276804,7,24
1276810,19,21
1276814,9,5
1276821,26,8
1276825,11,3
1276829,10,4
1276862,6,7
1276875,8,2
1276882,8,30
1276893,8,3
1276897,12,14
1276900,15,6
1276910,6,10
1276911,10,4
1276918,5,4
1276921,10,5
1276929,13,30
1276930,2,7
1276932,13,14
1276940,12,6
1276946,5,6
1276954,16,4
1276968,1,30
1276981,8,15
1276995,12,6
1276996,20,30
1276997,7,3
1277008,20,15
1277013,7,2
1277020,10,8
1277023,4,25
1277024,4,4
1277030,21,4
1277032,27,3
1277033,11,6
1277039,9,9
1277044,6,3
1277052,5,5
1277062,23,30
1277064,22,7
1277075,9,29
1277076,4,19
1277090,14,7
1277093,2,8
1277103,4,7
1277106,22,6
1277109,21,14
1277112,3,2
1277116,2,15
1277122,10,8
1277133,3,15
1277138,3,4
1277155,10,5
1277158,10,1
1277173,4,15
1277180,4,2
1277181,27,7
1277185,4,3
1277186,13,6
1277217,12,7
1277221,2,6
1277238,2,8
1277245,9,11
1277258,2,13
1277259,45,9
1277260,2,14
1277266,1,21
1277271,8,5
1277272,43,5
1277274,15,8
1277276,7,7
1277282,3,4
1277293,2,1
1277310,17,26
1277314,10,0
1277315,14,11
1277321,3,3
1277326,8,11
1277332,17,7
1277334,8,4
1277355,9,6
1277359,24,30
1277361,3,10
1277363,21,9
1277365,22,7
1277375,18,22
1277376,8,1
1277379,7,0
1277385,7,8
1277390,4,1
1277400,11,2
1277408,6,11
1277417,4,4
1277438,12,10
1277440,12,30
1277446,12,9
1277451,3,0
1277452,3,4
1277454,2,16
1277461,7,4
1277466,17,4
1277469,5,30
1277472,15,6
1277474,1,7
1277481,11,15
1277499,16,0
1277502,10,4
1277505,7,7
1277506,12,2
1277531,15,7
1277544,6,18
1277546,4,10
1277549,11,30
1277550,5,10
1277556,4,6
1277560,4,5
1277563,9,8
1277565,6,15
1277566,6,5
1277575,10,25
1277576,6,2
1277577,21,7
1277580,6,10
1277581,11,12
1277587,15,4
1277589,4,4
1277602,3,30
1277607,32,19
1277616,12,3
1277625,14,2
1277642,28,7
1277648,14,3
1277649,22,6
1277664,8,11
1277668,10,1
1277672,3,2
1277680,15,4
1277692,11,9
1277694,5,1
1277697,13,30
1277698,9,15
1277704,10,3
1277710,21,0
1277714,7,18
1277716,12,7
1277722,5,8
1277743,13,5
1277752,4,18
1277769,12,24
1277777,15,7
1277778,7,7
1277790,5,0
1277793,3,8
1277795,7,3
1277814,15,7
1277834,19,5
1277846,7,5
1277849,3,30
1277861,1,30
1277862,1,4
1277864,2,12
1277872,6,17
1277875,1,13
1277877,23,0
1277882,3,0
1277891,7,30
1277894,4,0
1277897,16,15
1277915,6,4
1277918,4,0
1277959,1,15
1277961,3,15
1277971,11,2
1277978,13,30
1277985,8,3
1277989,4,19
1277991,3,2
1277996,14,7
1278007,6,10
1278009,7,5
1278021,5,19
1278027,14,4
1278031,17,7
1278041,20,14
1278046,10,0
1278051,5,4
1278060,17,7
1278077,6,19
1278081,2,25
1278086,7,6
1278094,19,16
1278098,26,30
1278100,7,13
1278112,3,18
1278123,13,30
1278135,6,7
1278141,6,4
1278147,3,19
1278163,13,30
1278166,13,30
1278181,4,4
1278183,6,30
1278185,17,9
1278187,24,0
1278197,11,4
1278198,15,11
1278199,16,1
1278204,6,3
1278210,1,30
1278221,22,30
1278225,9,12
1278244,7,7
1278248,5,5
1278252,10,2
1278266,5,30
1278270,13,15
1278277,11,9
1278279,3,3
1278284,8,6
1278286,7,0
1278287,16,7
1278294,2,14
1278304,10,4
1278310,6,0
1278324,9,28
1278329,1,8
1278331,7,3
1278332,7,21
1278337,10,9
1278343,5,29
1278345,7,7
1278348,5,5
1278363,6,2
1278367,11,6
1278382,5,6
1278389,4,2
1278390,8,0
1278394,4,1
1278400,19,7
1278403,12,30
1278406,2,0
1278407,16,18
1278410,26,6
1278419,10,0
1278420,16,7
1278421,14,6
1278437,7,7
1278442,19,28
1278444,25,8
1278445,12,7
1278454,6,0
1278457,5,18
1278459,19,6
1278469,9,5
1278470,5,2
1278496,28,8
1278510,4,13
1278514,22,0
1278521,2,30
1278527,3,7
1278536,4,0
1278544,18,30
1278551,3,29
1278561,11,3
1278566,9,30
1278577,16,17
1278587,12,30
1278597,1,4
1278620,9,8
1278634,13,12
1278637,7,13
1278643,4,1
1278644,14,25
1278646,2,0
1278648,13,9
1278650,7,6
1278653,16,9
1278671,8,0
1278677,3,7
1278681,5,9
1278683,8,7
1278709,16,9
1278711,16,7
1278722,32,0
1278725,14,2
1278728,8,30
1278758,24,17
1278763,32,14
1278770,5,9
1278771,1,2
1278811,8,8
1278815,58,8
1278830,23,9
1278832,35,6
1278854,11,25
1278888,14,6
1278892,9,3
1278901,10,1
1278919,8,4
1278920,2,30
1278925,24,2
1278933,4,10
1278940,9,0
1278954,18,6
1278958,11,6
1278978,19,6
1278983,6,7
1278985,2,11
1278992,9,15
1279001,10,5
1279017,11,18
1279024,8,30
1279030,12,4
1279036,22,17
1279038,7,3
1279048,8,5
1279056,10,20
1279059,13,1
1279091,9,8
1279097,16,3
1279101,19,6
1279107,34,8
1279108,5,0
1279112,8,9
1279128,5,1
1279145,10,0
1279155,16,19
1279164,7,30
1279173,7,2
1279177,17,7
1279178,5,7
1279186,2,6
1279199,2,2
1279200,20,3
1279202,6,0
1279208,19,3
1279211,3,24
1279216,4,19
1279219,8,2
1279221,15,24
1279223,3,30
1279230,2,1
1279234,7,1
1279235,10,7
1279236,12,12
1279239,9,10
1279240,18,5
1279247,9,5
1279250,8,4
1279253,22,13
1279257,3,13
1279258,7,30
1279259,7,7
1279267,12,6
1279269,8,0
1279272,11,30
1279291,16,17
1279311,6,14
1279318,5,11
1279338,10,30
1279354,16,13
1279359,9,4
1279366,9,17
1279370,6,5
1279373,21,26
1279376,5,18
1279390,20,14
1279397,10,4
1279399,4,3
1279408,4,13
1279413,14,24
1279419,15,10
1279420,14,5
1279422,13,7
1279430,12,12
1279440,19,3
1279452,3,8
1279456,11,3
1279461,8,11
1279469,11,30
1279476,7,4
1279482,17,11
1279495,17,18
1279499,9,3
1279503,10,10
1279507,18,7
1279509,18,10
1279514,5,15
1279521,4,11
1279530,3,30
1279531,3,5
1279541,6,0
1279547,7,30
1279549,9,14
1279568,2,2
1279582,4,6
1279591,9,14
1279595,4,2
1279619,4,9
1279621,11,0
1279633,2,24
1279639,8,2
1279655,19,7
1279661,11,10
1279678,6,6
1279680,7,5
1279681,4,3
1279687,1,4
1279692,13,5
1279702,9,0
1279709,15,7
1279717,18,30
1279724,27,30
1279726,9,8
1279735,3,3
1279748,6,30
1279756,6,1
1279774,6,14
1279777,7,4
1279778,3,1
1279784,10,7
1279790,4,0
1279802,1,8
1279813,6,2
1279820,6,6
1279821,25,7
1279830,1,30
1279831,18,4
1279837,35,3
1279838,12,30
1279849,9,18
1279857,30,7
1279858,24,7
1279862,9,15
1279870,14,5
1279880,9,12
1279891,8,30
1279908,2,16
1279911,11,9
1279916,8,7
1279928,3,18
1279950,1,2
1279965,4,17
1279969,10,30
1279972,5,15
1279978,10,1
1279982,33,11
1279985,25,0
1279987,15,4
1280006,13,7
1280013,9,30
1280020,12,4
1280021,1,9
1280033,6,7
1280054,31,12
1280063,2,8
1280064,16,12
1280065,8,8
1280077,8,6
1280092,7,1
1280093,3,13
1280100,5,6
1280114,9,0
1280127,3,0
1280129,13,4
1280137,5,0
1280145,10,3
1280164,16,3
1280176,12,13
1280180,12,4
1280184,5,7
1280193,7,3
1280202,2,15
1280206,4,4
1280207,11,8
1280213,6,8
1280216,13,2
1280218,4,12
1280219,52,6
1280236,16,1
1280240,6,4
1280263,10,1
1280272,3,3
1280273,10,10
1280288,13,18
1280289,5,8
1280292,4,30
1280301,9,0
1280306,2,10
1280312,9,30
1280317,10,8
1280320,3,0
1280328,8,30
1280330,9,15
1280335,18,3
1280337,12,5
1280358,17,16
1280369,5,0
1280371,7,5
1280376,9,5
1280384,19,8
1280389,9,12
1280392,8,7
1280393,5,30
1280402,5,5
1280410,10,0
1280411,10,8
1280412,4,0
1280418,17,30
1280421,12,6
1280424,11,4
1280437,5,2
1280456,3,8
1280457,6,30
1280461,5,9
1280467,10,16
1280482,4,7
1280488,6,13
1280493,6,0
1280502,1,4
1280506,8,2
1280511,5,6
1280518,3,3
1280537,2,30
1280543,11,8
1280544,2,12
1280553,9,12
1280554,9,4
1280562,25,0
1280566,9,7
1280567,2,0
1280575,27,17
1280576,13,7
1280595,8,9
1280596,7,11
1280600,4,8
1280602,5,27
1280605,7,13
1280606,6,0
1280614,7,14
1280624,9,0
1280646,17,7
1280655,8,8
1280664,16,21
1280693,2,4
1280698,3,4
1280701,3,0
1280708,6,3
1280713,2,4
1280723,12,5
1280728,13,7
1280739,12,7
1280745,6,5
1280767,43,7
1280770,14,30
1280772,15,11
1280790,7,3
1280804,1,12
1280829,4,10
1280838,9,3
1280842,1,1
1280847,8,0
1280853,6,0
1280854,8,2
1280860,12,5
1280864,16,28
1280866,10,7
1280871,4,30
1280876,3,1
1280889,2,14
1280896,12,8
1280901,6,2
1280909,2,8
1280914,12,14
1280921,3,1
1280926,3,0
1280930,13,9
1280946,17,7
1280952,9,6
1280964,6,13
1280968,7,8
1280974,6,3
1280978,10,3
1281001,2,7
1281006,17,11
1281013,7,7
1281037,24,8
1281048,14,6
1281052,5,0
1281055,6,1
1281064,13,4
1281071,3,30
1281081,14,0
1281094,5,4
1281111,7,1
1281113,9,30
1281127,6,2
1281130,17,15
1281134,14,0
1281143,5,5
1281144,20,14
1281151,6,7
1281153,11,3
1281166,13,6
1281174,11,6
1281189,9,2
1281190,4,8
1281194,20,11
1281195,10,8
1281197,1,11
1281198,14,7
1281208,6,2
1281218,4,6
1281236,3,14
1281242,3,11
1281243,10,7
1281244,7,5
1281255,4,0
1281263,39,9
1281265,8,28
1281267,4,6
1281279,22,30
1281281,15,3
1281306,10,4
1281310,10,15
1281323,6,14
1281326,17,23
1281337,4,4
1281352,2,4
1281358,8,10
1281359,10,0
1281370,7,4
1281371,7,0
1281376,5,5
1281397,1,1
1281398,9,24
1281400,4,12
1281404,17,30
1281414,21,15
1281417,7,0
1281422,7,5
1281426,2,7
1281434,2,13
1281441,6,0
1281447,9,30
1281448,6,5
1281454,14,8
1281456,9,0
1281463,2,0
1281474,3,7
1281481,1,2
1281482,11,26
1281485,12,4
1281489,2,5
1281498,7,0
1281511,11,5
1281521,3,1
1281528,11,5
1281539,7,0
1281553,15,7
1281578,6,20
1281588,11,3
1281596,10,7
1281606,7,2
1281625,11,4
1281638,36,7
1281641,3,15
1281662,1,5
1281663,5,30
1281669,9,10
1281674,3,7
1281679,6,30
1281683,1,6
1281685,14,4
1281712,8,30
1281713,11,30
1281719,8,4
1281721,16,20
1281735,15,6
1281747,1,13
1281749,9,23
1281759,20,7
1281771,7,2
1281775,9,30
1281779,25,13
1281796,1,1
1281809,5,4
1281811,4,5
1281815,27,9
1281819,2,5
1281823,10,4
1281828,8,11
1281835,5,0
1281842,10,7
1281854,12,5
1281859,3,8
1281862,18,22
1281863,7,6
1281865,6,3
1281871,4,16
1281877,31,10
1281879,5,2
1281886,21,3
1281906,8,20
1281908,3,0
1281914,17,1
1281917,21,30
1281921,10,6
1281929,7,1
1281933,2,30
1281936,1,22
1281975,37,17
1281981,2,9
1281983,8,14
1281985,15,9
1282008,5,12
1282009,11,1
1282016,6,5
1282018,24,8
1282020,8,0
1282026,3,18
1282028,19,0
1282035,2,13
1282043,4,9
1282046,1,21
1282051,9,12
1282052,23,0
1282057,7,2
1282067,6,5
1282079,10,3
1282081,11,8
1282082,1,20
1282083,17,6
1282084,25,15
1282094,6,4
1282097,4,30
1282108,2,15
1282112,2,5
1282115,1,3
1282118,4,2
1282130,20,7
1282132,12,21
1282135,1,15
1282137,19,5
1282152,4,7
1282154,3,1
1282155,24,30
1282158,13,19
1282159,18,3
1282166,13,4
1282171,17,30
1282182,10,7
1282200,13,4
1282204,19,20
1282214,1,18
1282215,5,10
1282219,7,7
1282228,19,0
1282229,2,0
1282233,1,7
1282238,28,20
1282240,2,5
1282251,3,30
1282261,15,6
1282262,7,5
1282279,2,4
1282286,13,11
1282295,9,7
1282301,15,26
1282315,3,7
1282321,16,7
1282323,14,4
1282346,2,28
1282371,4,7
1282373,8,3
1282376,19,15
1282393,4,14
1282402,8,4
1282405,4,8
1282427,20,11
1282434,6,30
1282439,10,21
1282470,9,3
1282473,7,8
1282480,1,2
1282493,5,14
1282500,18,7
1282502,6,16
1282510,8,7
1282519,1,30
1282525,3,3
1282532,17,5
1282547,4,0
1282548,13,13
1282552,7,10
1282568,10,2
1282571,2,10
1282586,5,2
1282589,26,6
1282608,19,5
1282635,14,0
1282657,4,30
1282659,5,8
1282662,6,3
1282668,16,6
1282671,5,9
1282674,13,7
1282675,15,12
1282693,6,2
1282700,22,13
1282702,16,3
1282718,22,13
1282724,7,4
1282729,12,19
1282736,1,3
1282747,6,6
1282749,9,3
1282754,9,5
1282774,25,12
1282776,3,0
1282806,4,7
1282807,16,17
1282809,10,11
1282813,13,13
1282824,12,0
1282867,9,2
1282873,6,1
1282877,9,2
1282883,8,5
1282896,14,7
1282911,3,1
1282921,3,8
1282923,2,5
1282954,18,30
1282962,5,27
1282964,3,10
1282974,3,3
1282992,6,0
1283001,14,4
1283003,17,7
1283005,2,30
1283014,19,18
1283024,1,0
1283028,8,1
1283036,3,7
1283045,13,4
1283075,28,5
1283094,14,4
1283098,12,17
1283100,17,23
1283102,4,7
1283103,11,30
1283104,15,5
1283111,4,7
1283117,7,4
1283120,6,0
1283125,14,6
1283130,6,30
1283142,16,11
1283145,16,20
1283150,2,22
1283152,6,4
1283157,13,9
1283161,11,0
1283166,3,20
1283167,9,11
1283176,10,0
1283179,16,0
1283191,12,6
1283196,12,30
1283203,6,7
1283205,2,1
1283206,1,2
1283208,7,5
1283209,19,14
1283210,3,14
1283213,26,30
1283218,20,6
1283221,8,0
1283239,15,1
1283240,6,4
1283241,10,11
1283247,11,4
1283248,3,15
1283252,17,4
1283255,5,0
1283259,8,4
1283279,18,30
1283282,23,7
1283288,30,14
1283309,10,0
1283317,20,7
1283320,10,5
1283327,3,3
1283343,10,5
1283351,5,7
1283366,18,7
1283376,19,14
1283410,5,3
1283429,8,3
1283433,16,7
1283462,11,25
1283481,11,12
1283488,7,3
1283505,3,12
1283514,3,2
1283520,19,0
1283522,10,16
1283539,5,4
1283542,11,10
1283552,4,10
1283565,28,7
1283567,21,4
1283570,27,30
1283579,30,8
1283587,9,14
1283590,8,7
1283600,1,2
1283601,18,9
1283613,9,28
1283631,18,7
1283636,9,3
1283646,5,9
1283654,10,4
1283655,3,1
1283665,2,4
1283683,11,9
1283691,1,5
1283692,4,3
1283694,1,16
1283713,14,7
1283729,17,10
1283732,14,2
1283737,15,21
1283738,11,8
1283781,12,9
1283791,10,14
1283810,29,7
1283812,12,9
1283817,3,12
1283829,21,5
1283832,12,0
1283833,1,13
1283837,27,7
1283842,2,6
1283848,12,7
1283855,7,8
1283856,2,1
1283873,9,3
1283874,16,8
1283891,1,5
1283895,12,4
1283902,17,7
1283913,1,0
1283924,7,4
1283926,7,17
1283927,8,4
1283936,3,7
1283943,6,15
1283945,11,27
1283968,6,30
1283977,2,3
1283980,17,9
1283991,13,9
1283992,6,14
1283993,4,4
1284004,18,5
1284005,15,7
1284006,1,5
1284014,22,21
1284024,5,5
1284042,19,7
1284043,9,30
1284047,24,8
1284057,2,13
1284082,9,3
1284095,11,1
1284110,14,22
1284117,31,4
1284132,6,1
1284141,23,23
1284164,1,11
1284172,16,8
1284185,14,6
1284191,2,0
1284192,6,0
1284197,8,8
1284198,11,3
1284222,6,10
1284224,7,0
1284226,2,28
1284228,2,14
1284232,15,0
1284283,14,7
1284292,8,14
1284302,4,19
1284304,2,7
1284306,5,6
1284308,23,8
1284316,11,30
1284318,4,7
1284322,7,5
1284325,6,5
1284363,14,14
1284364,29,7
1284371,8,24
1284375,3,5
1284380,17,7
1284381,4,0
1284387,4,2
1284402,2,3
1284403,11,1
1284407,9,5
1284408,33,7
1284417,5,4
1284423,4,4
1284435,11,11
1284438,22,14
1284446,2,30
1284447,8,2
1284449,23,30
1284451,4,9
1284452,10,5
1284472,13,8
1284499,9,6
1284508,3,15
1284517,4,7
1284518,11,30
1284523,7,2
1284528,14,3
1284530,7,26
1284532,8,4
1284570,4,9
1284578,4,2
1284591,8,15
1284611,2,30
1284614,1,11
1284633,14,26
1284639,13,4
1284646,6,6
1284648,6,0
1284656,4,2
1284666,6,4
1284667,4,6
1284678,21,20
1284684,15,2
1284685,8,6
1284693,4,10
1284695,11,30
1284719,7,5
1284727,4,4
1284732,17,18
1284736,1,2
1284739,1,7
1284740,6,10
1284747,6,11
1284750,4,0
1284757,20,22
1284760,12,10
1284768,35,6
1284771,8,0
1284773,5,4
1284778,2,0
1284790,7,4
1284794,14,8
1284805,23,9
1284807,4,3
1284816,4,6
1284817,5,20
1284832,15,7
1284833,2,2
1284848,16,6
1284880,12,6
1284885,3,5
1284904,8,21
1284919,4,4
1284920,10,30
1284926,3,30
1284934,10,28
1284936,9,7
1284942,2,27
1284945,7,8
1284946,18,2
1284948,15,7
1284966,16,6
1284978,5,14
1284988,3,9
1284990,21,11
1285017,2,30
1285019,5,3
1285030,2,0
1285035,12,3
1285037,14,12
1285038,12,1
1285068,12,21
1285075,16,0
1285080,3,1
1285091,14,2
1285099,9,4
1285100,12,22
1285115,7,6
1285121,41,5
1285123,1,3
1285140,31,30
1285141,10,5
1285148,1,15
1285157,6,1
1285161,3,15
1285170,12,4
1285173,6,0
1285181,20,9
1285183,5,2
1285194,17,17
1285198,13,9
1285209,7,8
1285210,6,5
1285211,8,7
1285224,5,7
1285228,35,13
1285232,7,10
1285235,19,0
1285236,3,2
1285242,9,0
1285257,10,11
1285260,1,3
1285262,11,30
1285268,10,8
1285274,6,19
1285282,2,8
1285283,6,30
1285287,17,10
1285292,36,30
1285298,4,13
1285315,9,8
1285319,14,1
1285343,2,2
1285354,4,6
1285356,12,16
1285372,14,4
1285393,7,0
1285401,23,4
1285410,19,2
1285412,12,6
1285415,16,5
1285424,11,6
1285426,12,7
1285429,5,8
1285434,6,0
1285436,7,10
1285439,17,7
1285440,11,5
1285445,6,4
1285446,15,25
1285450,8,24
1285462,3,19
1285468,17,22
1285491,14,30
1285493,4,9
1285502,31,10
1285505,9,18
1285523,4,9
1285528,14,8
1285532,8,13
1285534,20,3
1285539,7,5
1285540,5,5
1285545,28,30
1285549,11,16
1285556,8,10
1285570,10,25
1285573,4,17
1285583,30,25
1285584,20,17
1285586,5,9
1285597,7,0
1285605,20,16
1285621,23,8
1285625,8,10
1285626,11,30
1285634,10,1
1285647,12,9
1285659,33,14
1285669,22,30
1285671,13,0
1285677,7,7
1285692,11,30
1285693,13,4
1285695,1,30
1285700,21,7
1285706,5,11
1285711,11,0
1285721,12,3
1285726,17,30
1285728,21,14
1285733,16,5
1285740,33,7
1285752,30,8
1285759,7,6
1285771,1,11
1285772,13,10
1285774,20,27
1285787,2,0
1285789,8,15
1285797,14,7
1285798,8,7
1285809,5,2
1285810,10,27
1285815,9,10
1285824,11,7
1285831,15,7
1285833,8,17
1285836,8,4
1285845,12,30
1285847,7,0
1285855,5,8
1285856,19,19
1285863,14,4
1285864,9,3
1285876,5,7
1285878,11,2
1285880,10,28
1285890,5,25
1285902,50,2
1285907,3,0
1285921,9,4
1285934,19,7
1285935,22,4
1285948,5,8
1285952,3,1
1285957,8,26
1285958,1,4
1285969,21,4
1285979,20,7
1285981,2,4
1285987,5,8
1285997,17,7
1286010,14,7
1286011,4,5
1286028,6,30
1286029,8,30
1286041,4,15
1286053,21,7
1286054,6,5
1286056,6,4
1286075,37,14
1286077,7,0
1286078,9,4
1286083,3,2
1286092,6,0
1286093,17,8
1286097,22,7
1286109,7,11
1286110,12,11
1286111,6,0
1286145,27,17
1286150,5,2
1286153,6,4
1286162,17,9
1286164,2,4
1286167,2,16
1286176,2,27
1286177,11,30
1286179,1,8
1286182,14,5
1286185,19,6
1286198,10,7
1286221,9,3
1286223,3,3
1286237,16,10
1286250,8,30
1286258,5,6
1286262,1,1
1286267,8,7
1286268,6,1
1286270,3,0
1286275,13,3
1286280,6,0
1286282,5,3
1286288,7,11
1286298,2,15
1286304,10,3
1286335,6,10
1286337,1,7
1286345,9,6
1286346,18,15
1286349,3,0
1286352,2,14
1286382,22,11
1286385,9,7
1286387,15,4
1286388,8,15
1286390,10,9
1286391,8,14
1286395,6,3
1286396,7,8
1286398,18,6
1286405,9,2
1286418,5,19
1286431,3,10
1286445,9,24
1286449,4,9
1286451,3,3
1286453,4,1
1286454,22,6
1286482,8,2
1286485,20,30
1286515,9,0
1286520,20,0
1286524,23,14
1286529,2,6
1286537,10,26
1286540,8,10
1286542,3,25
1286563,14,13
1286566,8,15
1286589,5,5
1286593,20,3
1286595,12,18
1286605,9,14
1286625,14,5
1286632,12,12
1286635,13,30
1286655,34,30
1286661,4,14
1286664,7,7
1286665,14,22
1286688,10,1
1286731,5,2
1286742,9,4
1286746,15,2
1286752,19,30
1286754,5,0
1286755,1,11
1286763,4,24
1286767,17,13
1286770,3,30
1286772,3,4
1286780,8,14
1286781,5,30
1286788,31,6
1286790,28,1
1286797,10,30
1286810,14,1
1286821,9,14
1286825,21,7
1286826,6,3
1286827,11,9
1286828,18,3
1286834,20,10
1286835,20,4
1286838,8,8
1286869,14,5
1286873,15,6
1286874,5,2
1286884,1,14
1286885,16,17
1286886,3,0
1286890,5,30
1286905,9,7
1286913,6,2
1286924,4,14
1286931,17,4
1286945,4,1
1286954,17,14
1286956,9,1
1286972,13,5
1286980,2,8
1287001,3,25
1287004,5,30
1287020,9,0
1287021,8,7
1287036,3,14
1287041,8,6
1287043,5,6
1287049,9,7
1287058,3,6
1287065,3,8
1287068,16,7
1287070,6,1
1287083,12,7
1287108,1,12
1287113,17,0
1287138,4,0
1287145,15,9
1287148,8,6
1287152,2,3
1287158,7,11
1287166,13,10
1287183,8,0
1287185,8,2
1287196,5,6
1287197,2,6
1287206,15,3
1287215,20,5
1287222,5,7
1287238,5,15
1287241,4,6
1287245,5,22
1287251,6,12
1287260,3,8
1287265,16,3
1287268,8,8
1287269,6,1
1287280,4,3
1287291,10,2
1287303,9,4
1287314,13,30
1287322,4,7
1287329,12,18
1287334,14,3
1287343,3,2
1287344,5,5
1287378,6,7
1287383,14,10
1287384,7,30
1287391,20,0
1287418,6,3
1287434,9,1
1287437,25,15
1287438,3,2
1287439,19,6
1287453,18,6
1287454,2,14
1287473,10,7
1287489,7,14
1287491,11,5
1287495,22,4
1287498,8,1
1287505,37,17
1287535,4,13
1287537,3,0
1287547,6,13
1287550,10,6
1287554,17,0
1287558,2,10
1287568,3,0
1287577,17,13
1287585,11,3
1287590,24,3
1287591,13,8
1287596,6,17
1287601,1,17
1287604,8,7
1287605,3,15
1287607,9,1
1287609,8,4
1287616,15,8
1287633,7,6
1287634,3,21
1287650,8,9
1287651,4,0
1287654,6,6
1287655,1,10
1287656,5,0
1287657,2,3
1287674,6,18
1287680,10,8
1287681,5,6
1287683,2,1
1287708,11,3
1287719,2,0
1287720,4,7
1287725,12,5
1287730,10,2
1287737,18,25
1287739,6,3
1287747,11,5
1287757,2,5
1287758,4,20
1287760,13,12
1287764,3,0
1287768,1,10
1287769,8,2
1287779,1,22
1287781,7,0
1287783,17,4
1287798,6,14
1287835,27,29
1287853,4,2
1287863,9,9
1287881,15,5
1287894,14,7
1287897,3,1
1287901,8,5
1287904,11,0
1287909,8,14
1287927,3,8
1287939,5,17
1287940,8,0
1287949,22,3
1287969,3,4
1287980,3,6
1287988,7,11
1287999,3,3
1288005,10,6
1288011,7,2
1288032,14,19
1288033,4,0
1288035,25,2
1288041,8,4
1288049,9,1
1288053,5,8
1288058,6,4
1288062,3,2
1288063,7,17
1288066,7,7
1288085,3,2
1288095,19,30
1288098,13,22
1288102,8,0
1288103,7,3
1288108,17,30
1288115,23,5
1288118,17,4
1288126,2,13
1288128,13,8
1288142,7,14
1288147,24,27
1288149,1,4
1288153,32,6
1288159,15,3
1288160,5,15
1288163,6,5
1288172,12,20
1288176,6,0
1288185,3,6
1288189,13,5
1288197,4,4
1288215,17,7
1288225,9,6
1288231,10,23
1288234,3,9
1288240,13,5
1288244,4,28
1288267,7,0
1288271,10,3
1288295,8,15
1288300,19,8
1288319,12,8
1288329,9,30
1288333,12,14
1288359,9,4
1288374,14,30
1288391,19,11
1288404,20,6
1288405,2,13
1288425,38,8
1288428,20,4
1288431,8,5
1288432,38,30
1288437,8,3
1288439,18,12
1288440,17,5
1288453,4,7
1288458,14,0
1288463,9,30
1288470,24,4
1288479,6,6
1288492,10,17
1288497,21,7
1288502,19,25
1288509,6,13
1288522,14,28
1288524,21,8
1288531,20,4
1288539,18,16
1288547,7,30
1288548,4,30
1288561,2,30
1288585,8,7
1288593,24,8
1288607,2,7
1288616,8,4
1288622,4,5
1288626,25,6
1288644,13,5
1288646,15,9
1288652,19,8
1288668,4,3
1288675,26,23
1288678,20,3
1288680,20,24
1288686,1,22
1288688,18,30
1288696,5,7
1288697,9,30
1288701,5,7
1288704,14,4
1288707,5,0
1288709,6,21
1288713,15,7
1288720,18,10
1288741,20,0
1288758,2,24
1288764,1,0
1288775,3,20
1288777,3,30
1288785,5,7
1288786,12,7
1288787,14,13
1288822,11,5
1288825,1,1
1288830,5,16
1288846,3,6
1288858,6,13
1288873,1,30
1288879,9,13
1288881,12,14
1288890,8,13
1288912,11,1
1288916,2,0
1288920,13,5
1288942,9,7
1288943,10,1
1288954,19,29
1288961,14,30
1288968,16,7
1288971,9,2
1288977,4,10
1288991,9,30
1288992,16,10
1288998,2,1
1289007,17,8
1289025,8,7
1289030,4,30
1289032,13,2
1289039,4,17
1289049,6,7
1289055,27,3
1289063,1,28
1289077,14,2
1289080,11,30
1289108,16,5
1289110,4,6
1289111,1,15
1289144,4,2
1289149,18,3
1289156,7,8
