total_reorders,total_products,repurchase_rate,repurchase_segment
37,57,0.6491228070175439,High
4,7,0.5714285714285714,High
5,15,0.3333333333333333,Moderate
0,9,0.0,Low
0,8,0.0,Low
16,16,1.0,Very High
15,20,0.75,High
1,6,0.16666666666666666,Low
5,5,1.0,Very High
33,38,0.868421052631579,Very High
65,91,0.7142857142857143,High
0,14,0.0,Low
6,23,0.2608695652173913,Moderate
3,5,0.6,High
1,9,0.1111111111111111,Low
0,9,0.0,Low
8,8,1.0,Very High
10,11,0.9090909090909091,Very High
8,17,0.47058823529411764,Moderate
6,19,0.3157894736842105,Moderate
111,135,0.8222222222222222,Very High
33,47,0.7021276595744681,High
5,18,0.2777777777777778,Moderate
1,2,0.5,Moderate
2,7,0.2857142857142857,Moderate
30,72,0.4166666666666667,Moderate
6,8,0.75,High
0,4,0.0,Low
17,27,0.6296296296296297,High
6,16,0.375,Moderate
0,8,0.0,Low
14,17,0.8235294117647058,Very High
0,2,0.0,Low
0,4,0.0,Low
15,23,0.6521739130434783,High
3,11,0.2727272727272727,Moderate
0,2,0.0,Low
25,33,0.7575757575757576,Very High
81,113,0.7168141592920354,High
2,9,0.2222222222222222,Low
4,12,0.3333333333333333,Moderate
2,23,0.08695652173913043,Low
0,9,0.0,Low
8,14,0.5714285714285714,High
8,14,0.5714285714285714,High
1,7,0.14285714285714285,Low
1,4,0.25,Low
11,17,0.6470588235294118,High
47,58,0.8103448275862069,Very High
1,3,0.3333333333333333,Moderate
0,31,0.0,Low
1,22,0.045454545454545456,Low
1,12,0.08333333333333333,Low
176,196,0.8979591836734694,Very High
6,9,0.6666666666666666,High
19,26,0.7307692307692307,High
3,5,0.6,High
2,16,0.125,Low
1,10,0.1,Low
9,12,0.75,High
6,11,0.5454545454545454,High
30,70,0.42857142857142855,Moderate
5,7,0.7142857142857143,High
2,4,0.5,Moderate
16,34,0.47058823529411764,Moderate
9,22,0.4090909090909091,Moderate
6,13,0.46153846153846156,Moderate
77,105,0.7333333333333333,High
2,25,0.08,Low
66,105,0.6285714285714286,High
13,17,0.7647058823529411,Very High
18,25,0.72,High
11,26,0.4230769230769231,Moderate
48,59,0.8135593220338984,Very High
1,7,0.14285714285714285,Low
0,2,0.0,Low
11,13,0.8461538461538461,Very High
2,2,1.0,Very High
2,2,1.0,Very High
15,20,0.75,High
1,2,0.5,Moderate
27,50,0.54,High
1,7,0.14285714285714285,Low
1,3,0.3333333333333333,Moderate
2,10,0.2,Low
15,23,0.6521739130434783,High
3,3,1.0,Very High
4,14,0.2857142857142857,Moderate
0,4,0.0,Low
0,3,0.0,Low
10,26,0.38461538461538464,Moderate
32,70,0.45714285714285713,Moderate
8,12,0.6666666666666666,High
0,7,0.0,Low
3,6,0.5,Moderate
5,11,0.45454545454545453,Moderate
1,5,0.2,Low
15,46,0.32608695652173914,Moderate
5,10,0.5,Moderate
1,6,0.16666666666666666,Low
3,10,0.3,Moderate
90,113,0.7964601769911505,Very High
42,61,0.6885245901639344,High
6,10,0.6,High
12,14,0.8571428571428571,Very High
7,21,0.3333333333333333,Moderate
0,18,0.0,Low
3,14,0.21428571428571427,Low
7,25,0.28,Moderate
33,47,0.7021276595744681,High
16,18,0.8888888888888888,Very High
2,4,0.5,Moderate
1,8,0.125,Low
0,6,0.0,Low
7,23,0.30434782608695654,Moderate
0,25,0.0,Low
3,12,0.25,Low
6,17,0.35294117647058826,Moderate
0,7,0.0,Low
1,11,0.09090909090909091,Low
2,9,0.2222222222222222,Low
2,5,0.4,Moderate
9,16,0.5625,High
69,115,0.6,High
30,46,0.6521739130434783,High
49,77,0.6363636363636364,High
1,1,1.0,Very High
1,11,0.09090909090909091,Low
2,20,0.1,Low
12,24,0.5,Moderate
10,17,0.5882352941176471,High
77,128,0.6015625,High
1,8,0.125,Low
3,3,1.0,Very High
16,37,0.43243243243243246,Moderate
2,10,0.2,Low
0,31,0.0,Low
5,15,0.3333333333333333,Moderate
16,64,0.25,Low
8,10,0.8,Very High
4,4,1.0,Very High
9,23,0.391304347826087,Moderate
3,13,0.23076923076923078,Low
5,13,0.38461538461538464,Moderate
25,56,0.44642857142857145,Moderate
1,1,1.0,Very High
9,37,0.24324324324324326,Low
8,14,0.5714285714285714,High
4,5,0.8,Very High
21,32,0.65625,High
152,180,0.8444444444444444,Very High
23,36,0.6388888888888888,High
27,55,0.4909090909090909,Moderate
6,18,0.3333333333333333,Moderate
13,14,0.9285714285714286,Very High
6,14,0.42857142857142855,Moderate
22,36,0.6111111111111112,High
0,6,0.0,Low
6,18,0.3333333333333333,Moderate
20,21,0.9523809523809523,Very High
24,39,0.6153846153846154,High
36,63,0.5714285714285714,High
3,8,0.375,Moderate
4,7,0.5714285714285714,High
1,9,0.1111111111111111,Low
6,13,0.46153846153846156,Moderate
0,1,0.0,Low
0,3,0.0,Low
4,14,0.2857142857142857,Moderate
17,36,0.4722222222222222,Moderate
12,18,0.6666666666666666,High
1,10,0.1,Low
15,23,0.6521739130434783,High
3,12,0.25,Low
57,72,0.7916666666666666,Very High
23,27,0.8518518518518519,Very High
1,1,1.0,Very High
58,94,0.6170212765957447,High
41,44,0.9318181818181818,Very High
15,48,0.3125,Moderate
13,20,0.65,High
4,4,1.0,Very High
6,24,0.25,Low
3,3,1.0,Very High
0,1,0.0,Low
4,10,0.4,Moderate
28,36,0.7777777777777778,Very High
21,36,0.5833333333333334,High
5,11,0.45454545454545453,Moderate
0,4,0.0,Low
2,23,0.08695652173913043,Low
4,10,0.4,Moderate
33,50,0.66,High
39,81,0.48148148148148145,Moderate
2,18,0.1111111111111111,Low
57,84,0.6785714285714286,High
101,135,0.7481481481481481,High
52,69,0.7536231884057971,Very High
24,34,0.7058823529411765,High
0,13,0.0,Low
12,48,0.25,Low
28,48,0.5833333333333334,High
0,15,0.0,Low
17,41,0.4146341463414634,Moderate
37,42,0.8809523809523809,Very High
8,9,0.8888888888888888,Very High
1,5,0.2,Low
7,14,0.5,Moderate
6,6,1.0,Very High
5,5,1.0,Very High
7,10,0.7,High
116,134,0.8656716417910447,Very High
4,20,0.2,Low
4,4,1.0,Very High
26,32,0.8125,Very High
6,14,0.42857142857142855,Moderate
12,31,0.3870967741935484,Moderate
2,29,0.06896551724137931,Low
0,7,0.0,Low
4,5,0.8,Very High
4,14,0.2857142857142857,Moderate
12,13,0.9230769230769231,Very High
0,6,0.0,Low
0,15,0.0,Low
0,14,0.0,Low
13,19,0.6842105263157895,High
5,6,0.8333333333333334,Very High
44,80,0.55,High
0,29,0.0,Low
0,2,0.0,Low
3,13,0.23076923076923078,Low
11,28,0.39285714285714285,Moderate
1,2,0.5,Moderate
23,36,0.6388888888888888,High
131,180,0.7277777777777777,High
31,67,0.4626865671641791,Moderate
10,16,0.625,High
5,31,0.16129032258064516,Low
12,24,0.5,Moderate
9,20,0.45,Moderate
69,77,0.8961038961038961,Very High
6,33,0.18181818181818182,Low
18,26,0.6923076923076923,High
6,10,0.6,High
9,19,0.47368421052631576,Moderate
73,90,0.8111111111111111,Very High
29,34,0.8529411764705882,Very High
9,11,0.8181818181818182,Very High
0,8,0.0,Low
3,3,1.0,Very High
13,18,0.7222222222222222,High
14,16,0.875,Very High
3,9,0.3333333333333333,Moderate
0,20,0.0,Low
13,23,0.5652173913043478,High
31,53,0.5849056603773585,High
0,6,0.0,Low
15,42,0.35714285714285715,Moderate
32,112,0.2857142857142857,Moderate
0,10,0.0,Low
25,34,0.7352941176470589,High
22,46,0.4782608695652174,Moderate
21,57,0.3684210526315789,Moderate
0,12,0.0,Low
6,11,0.5454545454545454,High
0,9,0.0,Low
26,40,0.65,High
8,17,0.47058823529411764,Moderate
0,9,0.0,Low
36,49,0.7346938775510204,High
23,27,0.8518518518518519,Very High
14,25,0.56,High
9,10,0.9,Very High
6,11,0.5454545454545454,High
3,6,0.5,Moderate
3,10,0.3,Moderate
60,77,0.7792207792207793,Very High
44,80,0.55,High
3,13,0.23076923076923078,Low
18,24,0.75,High
0,6,0.0,Low
0,3,0.0,Low
10,14,0.7142857142857143,High
2,6,0.3333333333333333,Moderate
0,2,0.0,Low
16,16,1.0,Very High
7,7,1.0,Very High
3,5,0.6,High
15,38,0.39473684210526316,Moderate
5,37,0.13513513513513514,Low
0,12,0.0,Low
4,15,0.26666666666666666,Moderate
26,64,0.40625,Moderate
8,15,0.5333333333333333,High
39,53,0.7358490566037735,High
54,67,0.8059701492537313,Very High
37,56,0.6607142857142857,High
1,1,1.0,Very High
23,49,0.46938775510204084,Moderate
3,13,0.23076923076923078,Low
5,27,0.18518518518518517,Low
1,7,0.14285714285714285,Low
1,19,0.05263157894736842,Low
9,15,0.6,High
16,21,0.7619047619047619,Very High
16,31,0.5161290322580645,High
11,23,0.4782608695652174,Moderate
20,55,0.36363636363636365,Moderate
5,5,1.0,Very High
0,2,0.0,Low
20,21,0.9523809523809523,Very High
5,6,0.8333333333333334,Very High
12,20,0.6,High
40,70,0.5714285714285714,High
1,2,0.5,Moderate
1,11,0.09090909090909091,Low
1,14,0.07142857142857142,Low
34,49,0.6938775510204082,High
4,6,0.6666666666666666,High
0,5,0.0,Low
12,18,0.6666666666666666,High
4,16,0.25,Low
16,29,0.5517241379310345,High
23,42,0.5476190476190477,High
2,10,0.2,Low
43,51,0.8431372549019608,Very High
4,19,0.21052631578947367,Low
0,4,0.0,Low
8,12,0.6666666666666666,High
0,2,0.0,Low
5,17,0.29411764705882354,Moderate
6,17,0.35294117647058826,Moderate
15,44,0.3409090909090909,Moderate
48,69,0.6956521739130435,High
26,56,0.4642857142857143,Moderate
0,5,0.0,Low
3,6,0.5,Moderate
3,7,0.42857142857142855,Moderate
15,31,0.4838709677419355,Moderate
51,61,0.8360655737704918,Very High
1,1,1.0,Very High
32,43,0.7441860465116279,High
0,1,0.0,Low
32,55,0.5818181818181818,High
5,6,0.8333333333333334,Very High
82,102,0.803921568627451,Very High
10,29,0.3448275862068966,Moderate
0,3,0.0,Low
16,29,0.5517241379310345,High
10,18,0.5555555555555556,High
14,35,0.4,Moderate
47,58,0.8103448275862069,Very High
11,14,0.7857142857142857,Very High
2,5,0.4,Moderate
32,56,0.5714285714285714,High
0,9,0.0,Low
5,23,0.21739130434782608,Low
0,12,0.0,Low
0,11,0.0,Low
0,20,0.0,Low
24,31,0.7741935483870968,Very High
0,1,0.0,Low
20,45,0.4444444444444444,Moderate
1,6,0.16666666666666666,Low
4,12,0.3333333333333333,Moderate
2,4,0.5,Moderate
23,75,0.30666666666666664,Moderate
7,8,0.875,Very High
29,50,0.58,High
7,7,1.0,Very High
15,46,0.32608695652173914,Moderate
3,5,0.6,High
0,9,0.0,Low
57,75,0.76,Very High
7,18,0.3888888888888889,Moderate
8,20,0.4,Moderate
0,2,0.0,Low
3,4,0.75,High
106,159,0.6666666666666666,High
0,7,0.0,Low
0,2,0.0,Low
19,25,0.76,Very High
10,35,0.2857142857142857,Moderate
3,10,0.3,Moderate
2,7,0.2857142857142857,Moderate
4,6,0.6666666666666666,High
32,56,0.5714285714285714,High
3,4,0.75,High
11,20,0.55,High
2,7,0.2857142857142857,Moderate
10,17,0.5882352941176471,High
11,23,0.4782608695652174,Moderate
15,41,0.36585365853658536,Moderate
12,15,0.8,Very High
20,32,0.625,High
77,128,0.6015625,High
12,25,0.48,Moderate
9,22,0.4090909090909091,Moderate
13,23,0.5652173913043478,High
38,59,0.6440677966101694,High
3,5,0.6,High
6,8,0.75,High
5,16,0.3125,Moderate
15,25,0.6,High
0,3,0.0,Low
7,22,0.3181818181818182,Moderate
142,202,0.7029702970297029,High
6,31,0.1935483870967742,Low
5,8,0.625,High
3,13,0.23076923076923078,Low
8,18,0.4444444444444444,Moderate
61,76,0.8026315789473685,Very High
0,21,0.0,Low
2,9,0.2222222222222222,Low
77,98,0.7857142857142857,Very High
0,9,0.0,Low
7,10,0.7,High
27,43,0.627906976744186,High
115,163,0.7055214723926381,High
37,52,0.7115384615384616,High
7,14,0.5,Moderate
23,42,0.5476190476190477,High
1,19,0.05263157894736842,Low
150,166,0.9036144578313253,Very High
13,22,0.5909090909090909,High
39,85,0.4588235294117647,Moderate
3,4,0.75,High
16,30,0.5333333333333333,High
1,5,0.2,Low
17,26,0.6538461538461539,High
3,21,0.14285714285714285,Low
39,56,0.6964285714285714,High
3,9,0.3333333333333333,Moderate
0,10,0.0,Low
0,7,0.0,Low
33,40,0.825,Very High
1,5,0.2,Low
36,55,0.6545454545454545,High
2,2,1.0,Very High
4,9,0.4444444444444444,Moderate
20,46,0.43478260869565216,Moderate
28,29,0.9655172413793104,Very High
88,115,0.7652173913043478,Very High
3,11,0.2727272727272727,Moderate
1,5,0.2,Low
133,164,0.8109756097560976,Very High
30,67,0.44776119402985076,Moderate
14,42,0.3333333333333333,Moderate
5,7,0.7142857142857143,High
74,96,0.7708333333333334,Very High
2,8,0.25,Low
1,1,1.0,Very High
13,57,0.22807017543859648,Low
30,51,0.5882352941176471,High
10,17,0.5882352941176471,High
4,9,0.4444444444444444,Moderate
46,117,0.39316239316239315,Moderate
38,54,0.7037037037037037,High
34,57,0.5964912280701754,High
9,10,0.9,Very High
5,10,0.5,Moderate
51,77,0.6623376623376623,High
28,65,0.4307692307692308,Moderate
0,6,0.0,Low
10,13,0.7692307692307693,Very High
14,24,0.5833333333333334,High
3,13,0.23076923076923078,Low
4,26,0.15384615384615385,Low
1,5,0.2,Low
0,6,0.0,Low
31,68,0.45588235294117646,Moderate
57,70,0.8142857142857143,Very High
0,8,0.0,Low
25,36,0.6944444444444444,High
13,24,0.5416666666666666,High
0,12,0.0,Low
2,9,0.2222222222222222,Low
4,17,0.23529411764705882,Low
21,29,0.7241379310344828,High
61,65,0.9384615384615385,Very High
13,29,0.4482758620689655,Moderate
7,17,0.4117647058823529,Moderate
10,45,0.2222222222222222,Low
8,15,0.5333333333333333,High
0,1,0.0,Low
21,40,0.525,High
13,19,0.6842105263157895,High
1,6,0.16666666666666666,Low
52,88,0.5909090909090909,High
3,26,0.11538461538461539,Low
36,66,0.5454545454545454,High
37,45,0.8222222222222222,Very High
2,11,0.18181818181818182,Low
33,34,0.9705882352941176,Very High
22,52,0.4230769230769231,Moderate
13,17,0.7647058823529411,Very High
3,5,0.6,High
2,10,0.2,Low
6,11,0.5454545454545454,High
7,15,0.4666666666666667,Moderate
122,154,0.7922077922077922,Very High
3,4,0.75,High
14,16,0.875,Very High
13,31,0.41935483870967744,Moderate
3,4,0.75,High
3,9,0.3333333333333333,Moderate
69,77,0.8961038961038961,Very High
3,20,0.15,Low
3,26,0.11538461538461539,Low
22,31,0.7096774193548387,High
12,21,0.5714285714285714,High
61,96,0.6354166666666666,High
0,7,0.0,Low
1,5,0.2,Low
3,11,0.2727272727272727,Moderate
8,31,0.25806451612903225,Moderate
20,31,0.6451612903225806,High
0,2,0.0,Low
18,25,0.72,High
21,61,0.3442622950819672,Moderate
6,13,0.46153846153846156,Moderate
18,55,0.32727272727272727,Moderate
0,4,0.0,Low
0,8,0.0,Low
27,51,0.5294117647058824,High
34,61,0.5573770491803278,High
22,44,0.5,Moderate
6,15,0.4,Moderate
2,13,0.15384615384615385,Low
1,1,1.0,Very High
0,6,0.0,Low
3,7,0.42857142857142855,Moderate
15,24,0.625,High
45,62,0.7258064516129032,High
13,17,0.7647058823529411,Very High
0,2,0.0,Low
11,11,1.0,Very High
34,48,0.7083333333333334,High
78,117,0.6666666666666666,High
15,27,0.5555555555555556,High
8,13,0.6153846153846154,High
0,6,0.0,Low
4,5,0.8,Very High
2,7,0.2857142857142857,Moderate
4,5,0.8,Very High
17,22,0.7727272727272727,Very High
16,51,0.3137254901960784,Moderate
5,17,0.29411764705882354,Moderate
1,6,0.16666666666666666,Low
0,2,0.0,Low
3,3,1.0,Very High
118,190,0.6210526315789474,High
2,3,0.6666666666666666,High
5,10,0.5,Moderate
2,14,0.14285714285714285,Low
9,11,0.8181818181818182,Very High
8,29,0.27586206896551724,Moderate
3,4,0.75,High
0,4,0.0,Low
1,2,0.5,Moderate
67,93,0.7204301075268817,High
0,3,0.0,Low
5,12,0.4166666666666667,Moderate
45,76,0.5921052631578947,High
75,110,0.6818181818181818,High
1,6,0.16666666666666666,Low
0,1,0.0,Low
20,21,0.9523809523809523,Very High
30,45,0.6666666666666666,High
65,96,0.6770833333333334,High
20,33,0.6060606060606061,High
4,17,0.23529411764705882,Low
8,14,0.5714285714285714,High
9,21,0.42857142857142855,Moderate
32,32,1.0,Very High
3,3,1.0,Very High
3,27,0.1111111111111111,Low
0,40,0.0,Low
1,1,1.0,Very High
90,120,0.75,High
2,16,0.125,Low
7,9,0.7777777777777778,Very High
5,9,0.5555555555555556,High
7,10,0.7,High
25,40,0.625,High
22,36,0.6111111111111112,High
4,7,0.5714285714285714,High
9,14,0.6428571428571429,High
2,9,0.2222222222222222,Low
6,16,0.375,Moderate
45,71,0.6338028169014085,High
65,76,0.8552631578947368,Very High
1,8,0.125,Low
56,94,0.5957446808510638,High
44,82,0.5365853658536586,High
6,7,0.8571428571428571,Very High
53,63,0.8412698412698413,Very High
1,5,0.2,Low
3,3,1.0,Very High
173,223,0.7757847533632287,Very High
8,13,0.6153846153846154,High
3,7,0.42857142857142855,Moderate
33,47,0.7021276595744681,High
97,121,0.8016528925619835,Very High
58,103,0.5631067961165048,High
5,24,0.20833333333333334,Low
7,10,0.7,High
43,61,0.7049180327868853,High
0,33,0.0,Low
15,21,0.7142857142857143,High
3,8,0.375,Moderate
3,9,0.3333333333333333,Moderate
13,14,0.9285714285714286,Very High
0,4,0.0,Low
1,22,0.045454545454545456,Low
24,49,0.4897959183673469,Moderate
6,8,0.75,High
41,50,0.82,Very High
9,11,0.8181818181818182,Very High
29,38,0.7631578947368421,Very High
4,12,0.3333333333333333,Moderate
6,12,0.5,Moderate
8,16,0.5,Moderate
43,72,0.5972222222222222,High
22,32,0.6875,High
14,26,0.5384615384615384,High
74,117,0.6324786324786325,High
5,7,0.7142857142857143,High
3,6,0.5,Moderate
6,20,0.3,Moderate
9,18,0.5,Moderate
30,40,0.75,High
0,4,0.0,Low
104,123,0.8455284552845529,Very High
1,4,0.25,Low
117,164,0.7134146341463414,High
6,8,0.75,High
14,24,0.5833333333333334,High
26,27,0.9629629629629629,Very High
1,9,0.1111111111111111,Low
45,66,0.6818181818181818,High
6,8,0.75,High
0,4,0.0,Low
7,15,0.4666666666666667,Moderate
23,37,0.6216216216216216,High
26,59,0.4406779661016949,Moderate
6,13,0.46153846153846156,Moderate
6,21,0.2857142857142857,Moderate
3,5,0.6,High
1,9,0.1111111111111111,Low
45,60,0.75,High
4,10,0.4,Moderate
2,2,1.0,Very High
105,140,0.75,High
0,18,0.0,Low
3,7,0.42857142857142855,Moderate
0,6,0.0,Low
26,27,0.9629629629629629,Very High
10,14,0.7142857142857143,High
19,28,0.6785714285714286,High
10,18,0.5555555555555556,High
44,50,0.88,Very High
56,134,0.417910447761194,Moderate
5,24,0.20833333333333334,Low
8,21,0.38095238095238093,Moderate
42,56,0.75,High
5,8,0.625,High
3,3,1.0,Very High
1,9,0.1111111111111111,Low
22,54,0.4074074074074074,Moderate
5,9,0.5555555555555556,High
23,47,0.48936170212765956,Moderate
5,5,1.0,Very High
2,5,0.4,Moderate
17,26,0.6538461538461539,High
0,2,0.0,Low
0,2,0.0,Low
27,73,0.3698630136986301,Moderate
2,3,0.6666666666666666,High
8,17,0.47058823529411764,Moderate
37,46,0.8043478260869565,Very High
31,52,0.5961538461538461,High
0,9,0.0,Low
3,8,0.375,Moderate
0,2,0.0,Low
1,5,0.2,Low
73,78,0.9358974358974359,Very High
20,36,0.5555555555555556,High
79,88,0.8977272727272727,Very High
3,8,0.375,Moderate
28,66,0.42424242424242425,Moderate
11,19,0.5789473684210527,High
1,2,0.5,Moderate
5,17,0.29411764705882354,Moderate
3,7,0.42857142857142855,Moderate
2,9,0.2222222222222222,Low
16,22,0.7272727272727273,High
67,78,0.8589743589743589,Very High
1,5,0.2,Low
15,32,0.46875,Moderate
0,14,0.0,Low
17,21,0.8095238095238095,Very High
2,3,0.6666666666666666,High
28,36,0.7777777777777778,Very High
5,9,0.5555555555555556,High
2,18,0.1111111111111111,Low
12,39,0.3076923076923077,Moderate
2,3,0.6666666666666666,High
67,127,0.5275590551181102,High
100,186,0.5376344086021505,High
8,40,0.2,Low
46,81,0.5679012345679012,High
16,29,0.5517241379310345,High
4,5,0.8,Very High
27,82,0.32926829268292684,Moderate
0,2,0.0,Low
14,18,0.7777777777777778,Very High
7,13,0.5384615384615384,High
19,29,0.6551724137931034,High
1,4,0.25,Low
2,12,0.16666666666666666,Low
4,32,0.125,Low
5,27,0.18518518518518517,Low
0,6,0.0,Low
2,14,0.14285714285714285,Low
4,9,0.4444444444444444,Moderate
7,7,1.0,Very High
0,13,0.0,Low
24,60,0.4,Moderate
11,14,0.7857142857142857,Very High
15,46,0.32608695652173914,Moderate
0,16,0.0,Low
0,9,0.0,Low
13,78,0.16666666666666666,Low
4,12,0.3333333333333333,Moderate
2,6,0.3333333333333333,Moderate
26,27,0.9629629629629629,Very High
39,61,0.639344262295082,High
18,30,0.6,High
4,10,0.4,Moderate
1,15,0.06666666666666667,Low
25,42,0.5952380952380952,High
9,13,0.6923076923076923,High
18,26,0.6923076923076923,High
21,47,0.44680851063829785,Moderate
1,6,0.16666666666666666,Low
4,11,0.36363636363636365,Moderate
2,2,1.0,Very High
163,201,0.8109452736318408,Very High
19,37,0.5135135135135135,High
2,3,0.6666666666666666,High
11,14,0.7857142857142857,Very High
14,49,0.2857142857142857,Moderate
20,24,0.8333333333333334,Very High
1,27,0.037037037037037035,Low
0,1,0.0,Low
1,1,1.0,Very High
3,3,1.0,Very High
1,2,0.5,Moderate
109,128,0.8515625,Very High
16,49,0.32653061224489793,Moderate
39,51,0.7647058823529411,Very High
16,20,0.8,Very High
9,19,0.47368421052631576,Moderate
0,7,0.0,Low
48,68,0.7058823529411765,High
48,56,0.8571428571428571,Very High
19,25,0.76,Very High
29,55,0.5272727272727272,High
28,35,0.8,Very High
5,6,0.8333333333333334,Very High
26,37,0.7027027027027027,High
0,17,0.0,Low
0,2,0.0,Low
23,35,0.6571428571428571,High
0,8,0.0,Low
2,13,0.15384615384615385,Low
14,34,0.4117647058823529,Moderate
61,72,0.8472222222222222,Very High
18,41,0.43902439024390244,Moderate
2,33,0.06060606060606061,Low
98,123,0.7967479674796748,Very High
2,11,0.18181818181818182,Low
0,14,0.0,Low
6,30,0.2,Low
12,19,0.631578947368421,High
10,16,0.625,High
5,17,0.29411764705882354,Moderate
3,17,0.17647058823529413,Low
2,3,0.6666666666666666,High
47,68,0.6911764705882353,High
3,11,0.2727272727272727,Moderate
5,24,0.20833333333333334,Low
6,20,0.3,Moderate
47,83,0.5662650602409639,High
7,12,0.5833333333333334,High
19,38,0.5,Moderate
11,27,0.4074074074074074,Moderate
5,17,0.29411764705882354,Moderate
8,8,1.0,Very High
15,26,0.5769230769230769,High
140,155,0.9032258064516129,Very High
1,2,0.5,Moderate
0,2,0.0,Low
17,30,0.5666666666666667,High
87,101,0.8613861386138614,Very High
4,12,0.3333333333333333,Moderate
21,25,0.84,Very High
6,9,0.6666666666666666,High
1,1,1.0,Very High
12,18,0.6666666666666666,High
0,7,0.0,Low
134,160,0.8375,Very High
24,25,0.96,Very High
17,44,0.38636363636363635,Moderate
1,8,0.125,Low
0,10,0.0,Low
37,92,0.40217391304347827,Moderate
28,69,0.4057971014492754,Moderate
5,12,0.4166666666666667,Moderate
20,39,0.5128205128205128,High
7,43,0.16279069767441862,Low
6,10,0.6,High
1,1,1.0,Very High
9,28,0.32142857142857145,Moderate
6,6,1.0,Very High
2,2,1.0,Very High
23,33,0.696969696969697,High
4,6,0.6666666666666666,High
9,17,0.5294117647058824,High
5,5,1.0,Very High
5,6,0.8333333333333334,Very High
3,8,0.375,Moderate
2,5,0.4,Moderate
5,10,0.5,Moderate
36,75,0.48,Moderate
2,6,0.3333333333333333,Moderate
85,124,0.6854838709677419,High
0,6,0.0,Low
3,17,0.17647058823529413,Low
29,65,0.4461538461538462,Moderate
20,25,0.8,Very High
0,11,0.0,Low
27,42,0.6428571428571429,High
9,16,0.5625,High
6,21,0.2857142857142857,Moderate
7,41,0.17073170731707318,Low
5,31,0.16129032258064516,Low
5,16,0.3125,Moderate
9,23,0.391304347826087,Moderate
5,9,0.5555555555555556,High
3,4,0.75,High
6,8,0.75,High
1,14,0.07142857142857142,Low
9,13,0.6923076923076923,High
11,17,0.6470588235294118,High
0,6,0.0,Low
3,3,1.0,Very High
14,49,0.2857142857142857,Moderate
5,6,0.8333333333333334,Very High
5,7,0.7142857142857143,High
0,3,0.0,Low
13,35,0.37142857142857144,Moderate
3,3,1.0,Very High
1,9,0.1111111111111111,Low
36,61,0.5901639344262295,High
38,77,0.4935064935064935,Moderate
17,32,0.53125,High
6,14,0.42857142857142855,Moderate
2,2,1.0,Very High
17,32,0.53125,High
20,57,0.3508771929824561,Moderate
0,14,0.0,Low
8,21,0.38095238095238093,Moderate
0,16,0.0,Low
0,7,0.0,Low
12,20,0.6,High
21,33,0.6363636363636364,High
24,50,0.48,Moderate
4,8,0.5,Moderate
11,35,0.3142857142857143,Moderate
0,6,0.0,Low
14,17,0.8235294117647058,Very High
80,111,0.7207207207207207,High
42,78,0.5384615384615384,High
0,15,0.0,Low
13,16,0.8125,Very High
18,25,0.72,High
7,12,0.5833333333333334,High
11,15,0.7333333333333333,High
3,12,0.25,Low
27,57,0.47368421052631576,Moderate
15,36,0.4166666666666667,Moderate
11,17,0.6470588235294118,High
0,1,0.0,Low
43,63,0.6825396825396826,High
12,24,0.5,Moderate
33,43,0.7674418604651163,Very High
12,20,0.6,High
0,6,0.0,Low
48,59,0.8135593220338984,Very High
11,19,0.5789473684210527,High
67,73,0.9178082191780822,Very High
71,95,0.7473684210526316,High
0,7,0.0,Low
58,63,0.9206349206349206,Very High
28,33,0.8484848484848485,Very High
8,9,0.8888888888888888,Very High
6,8,0.75,High
37,66,0.5606060606060606,High
4,10,0.4,Moderate
10,10,1.0,Very High
28,29,0.9655172413793104,Very High
5,23,0.21739130434782608,Low
17,46,0.3695652173913043,Moderate
3,3,1.0,Very High
13,23,0.5652173913043478,High
42,53,0.7924528301886793,Very High
4,5,0.8,Very High
6,9,0.6666666666666666,High
129,173,0.7456647398843931,High
2,16,0.125,Low
45,106,0.42452830188679247,Moderate
20,22,0.9090909090909091,Very High
1,6,0.16666666666666666,Low
4,7,0.5714285714285714,High
9,19,0.47368421052631576,Moderate
25,36,0.6944444444444444,High
26,27,0.9629629629629629,Very High
3,13,0.23076923076923078,Low
0,2,0.0,Low
19,35,0.5428571428571428,High
0,3,0.0,Low
49,71,0.6901408450704225,High
2,30,0.06666666666666667,Low
8,8,1.0,Very High
26,32,0.8125,Very High
1,4,0.25,Low
6,10,0.6,High
6,10,0.6,High
4,10,0.4,Moderate
13,21,0.6190476190476191,High
0,5,0.0,Low
6,22,0.2727272727272727,Moderate
0,7,0.0,Low
22,46,0.4782608695652174,Moderate
10,20,0.5,Moderate
33,60,0.55,High
2,15,0.13333333333333333,Low
0,4,0.0,Low
21,32,0.65625,High
36,45,0.8,Very High
41,45,0.9111111111111111,Very High
7,35,0.2,Low
5,5,1.0,Very High
8,15,0.5333333333333333,High
42,65,0.6461538461538462,High
0,4,0.0,Low
13,26,0.5,Moderate
11,11,1.0,Very High
32,37,0.8648648648648649,Very High
42,60,0.7,High
8,21,0.38095238095238093,Moderate
12,12,1.0,Very High
49,59,0.8305084745762712,Very High
9,17,0.5294117647058824,High
0,8,0.0,Low
10,14,0.7142857142857143,High
38,43,0.8837209302325582,Very High
19,51,0.37254901960784315,Moderate
41,45,0.9111111111111111,Very High
33,40,0.825,Very High
8,8,1.0,Very High
